SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,NumBars,NumBeats,EndOfFadeIn,Energy,Key,Loudness,Mode,NumSections,SegmentsLoudnessMax,SegmentsLoudnessMaxTime,NumSegments,SongHotness,StartOfFadeOut,NumTatums,Track7DigitalID,TrackID
2380,b'SOIOVSS12AAF3B38A6',529997,b'Paradigm Shift',b'AREOREU1187B99AACD',-41.28054,b'Wellington',174.76714,b'Rhian Sheehan',0,288.62649,1,0.752,42.782,1,0,b'Existing Alone',2001,205,205,0,0,1,-17.549,1,11,-11.112,1.47141,796,0.270775999,286.169,615,5855569,b'TRAIAFX128F92F7F4C'
2381,b'SONGBCL12A8C1410C2',171941,b'Gift Grub 8 - The G Factor',b'AROIHOI122988FEB8E',,b'',,b'Mario Rosenstock',0,199.57506,0,0.548,84.871,3,0.586,b'Paint Ball',0,89,285,0.253,0,0,-11.924,1,9,-3.211,0.34535,747,nan,190.862,569,1833754,b'TRAIAID128F4298FF9'
2382,b'SOGNRMY12AB01856F8',346208,b'20 A\xc3\xb1os',b'ARAMIDF1187FB3D8D4',,b'',,b'Alejandro Lerner',0,199.54893,9,0.446,140.186,4,0,b'Nena Neur\xc3\xb3tica',0,115,463,0.229,0,9,-5.585,1,10,-2.172,0.33972,727,nan,195.965,927,3879411,b'TRAIAIH128F9308AC7'
2383,b'SOZRNIB12A58A793A3',599859,"bThe Cornshucker's Frolic: Classic Recordings From The 1920's & 30's_ Vol. 2""""",b'AREE69X1187FB438D6',,b'',,"bCannon's Jug Stompers""""",0,167.88853,2,0.503,95.227,4,0,b'Mule Get Up In The Alley',0,64,261,0.229,0,2,-16.521,1,11,-10.907,0.39512,615,nan,162.435,522,6656216,b'TRAIAJT12903CED2F9'
2384,b'SOMFRXG12A8AE48196',278003,b'Reach For The Ground',b'ARY4N501187B9A5DE9',51.50632,b'London',-0.12714,b'The Ghost Of Lemora',0,208.69179,11,0.34,136.89,4,0.626,b'Reach For The Ground',0,116,469,0.125,0,11,-7.105,0,7,-3.338,0.47907,716,0.468946684,190.317,939,3097966,b'TRAIAJU128F42581EF'
2385,b'SOKLCOF12A8C134657',148743,b'How Far? How Fast?',b'AR2RVGR1187B9B3219',34.05349,b'Los Angeles',-118.24532,b'Robin Frederick',0,272.01261,3,0.081,119.727,4,0,b'Calling Dr Zarkov',0,132,534,0.485,0,3,-12.237,1,9,-5.473,0.29245,1060,0,253.62,1067,1549916,b'TRAIALS128F425A9E3'
2386,b'SOYOFSW12A6D4FA9F1',74608,b'Open Fire',b'ARGQANQ11F50C4769E',37.87869,b'San Francisco Bay Area',-121.94345,b'Y&T',0,275.9571,6,0.44,170.773,4,0.332,b'Black Tiger',1982,194,782,0,0,6,-8.112,0,11,-4.545,0.78939,777,0.334706549,275.957,1564,769429,b'TRAIAMS128EF34DC1B'
2387,b'SOOBUUM12A8C13696A',599236,b'Solid Ground',b'ARNCOPS1187FB5A086',,b'',,b'Dolores Keane',0,229.92934,9,0.56,114.093,4,0.717,b'Telling Me Lies',1993,104,421,0,0,9,-14.375,1,11,-7.961,0.55559,691,0,220.294,843,6648873,b'TRAIAOL12903CEB667'
2388,b'SOVTPTM12A8C1323B0',242490,"b'Who\'s On The Lord\'s Side Live'""",b'ARVF2AD1187FB47580',,b'',,b'Rev. Timothy Wright',0,244.74077,1,0.632,208.51,4,0.406,b'I Know A Man',0,209,839,0.322,0,1,-6.094,1,7,-2.413,0.34438,886,nan,235.526,1677,2644601,b'TRAIAQH128F423B794'
2389,b'SOQLUSG12A8C140BA3',223624,b'Two Bugs And A Roach',b'AR6BUYW1187B98E221',34.19451,b'Clarksdale MS',-90.5651,b'Earl Hooker',0,298.91873,2,0.59,94.1,3,0.895,"bLove Ain't A Play Thing""""",1968,151,465,0.618,0,2,-14.476,1,13,-8.746,0.60661,1020,0.334706549,290.174,930,2443614,b'TRAIAQY128F4291ECC'
2390,b'SOBVPZG12AC46862C6',777840,b'Mes premiers vinyls',b'ARKJKVO1187FB49D0A',,b'',,b'Mich\xc3\xa8le Bernard',0,232.38485,2,0.061,83.116,4,0.805,b'Le bar du grand d\xc3\xa9sir',2002,78,320,0.224,0,2,-12.838,0,12,-5.575,0.81766,701,nan,219.225,640,8609953,b'TRAIARL12903CEE20A'
2391,b'SOSRJWL12AB0181C7D',349100,"bBilly Butler's Sugar Candy Lady""""",b'ARVGPOM1187FB55737',39.95227,b'Philadelphia PA',-75.16237,b'Billy Butler',0,213.99465,4,0.505,113.204,4,0.438,"bI'm Gonna Make Her Mine - Original""""",0,98,395,0.427,0,4,-28.107,1,8,-20.665,0.34007,712,nan,207.848,791,3897121,b'TRAIASV128F930BC5F'
2392,b'SOKUBQW12AF72AC4E2',418240,b'Usher',b'ARPDVPJ1187B9ADBE9',,b'Atlanta GA',,b'Usher',0,283.89832,1,0.066,90.199,4,1,"bI'll Show You Love""""",1994,105,423,0.142,0,1,-7.275,0,3,-1.047,0.41641,1114,0.419125893,265.184,846,4661794,b'TRAIATD128F9331CD6'
2393,b'SOLTAVH12AB0181CA9',772499,b'Lively Up Yourself',b'ARAZCWP129462A97F1',,b'',,b'Bob Marley',0,224.96608,11,0.769,101.121,1,0.084,b'Small Axe',1999,371,371,0.345,0,11,-9.715,1,10,-3.545,0.33587,918,nan,215.284,743,8550642,b'TRAIAUB12903CDFB3D'
2394,b'SOIAMVN12A8C13B750',257891,b'Z\xc3\xa8l\xc3\xa9',b'ARWQGYW11F4C846BF2',,b'',,"bYodi's""""",0,300.5122,6,0.348,84.672,4,1,b'Z\xc3\xa9l\xc3\xa9',0,103,416,0,0,6,-9.432,0,13,-4.997,0.8265,1842,nan,285.89,1661,2904430,b'TRAIAWE128F427700F'
2395,b'SOLIQZK12A6D4FB91D',56789,b'Informal Introduction',b'AR7AA2D1187B98B415',,b'Los Angeles CA',,b'Shade Sheist / DJ Vice / DJ Echo / Damizza',0,88.39791,6,0.018,180.005,5,0.934,b'Holla Boyz Outro',0,51,263,0.143,0,6,-6.016,0,2,-0.455,0.47882,338,0,78.721,525,590107,b'TRAIBHP128F149C2ED'
2396,b'SOUKQFT12A58A7B3CA',27703,b'Great Gentlemen Of Song / Spotlight On Andy Russell',b'AR72THZ1187B9974EF',,b'',,b'Andy Russell',0,188.682,7,0.69,36.773,4,0,b'Easter Parade (1992 Digital Remaster)',0,14,115,0.392,0,7,-15.413,1,3,-8.02,0.60241,520,nan,183.71,460,306576,b'TRAIBHW128F146721B'
2397,b'SOLLRRJ12AB01889BF',461028,b'Here is Fabulous Eddie Cano',b'ARODP5P1187FB40142',,b'',,b'Eddie Cano',0,152.99873,0,0.698,126.029,1,0.046,b'Green Fields  (Album Version)',0,304,304,0,0,0,-15.71,0,8,-6.476,0.26348,443,nan,145.548,608,5133198,b'TRAIBJP128F932B2FF'
2398,b'SOWEKTS12A6310F101',299,b'The Bitter End',b'AR6892W1187B9AC71B',,b'London England',,b'Placebo',0,260.75383,6,0.725,78.245,4,0.567,b'Evalia',2003,83,336,0.403,0,6,-10.942,1,10,-5.412,0.27577,1188,0.697348812,240.692,1679,2985,b'TRAIBMN128E0780C96'
2399,b'SOEBXBQ12A8AE47F49',185937,b'Front Row',b'ARU2JAB1187FB50C72',,b'',,b'David Meece',0,185.33832,7,0.809,162.995,4,0,b'Gospel Train (LP Version)',0,125,506,0.398,0,7,-6.429,1,7,-1.6,1.3218,624,0.285458634,185.338,1011,2014819,b'TRAIBWR128F42390B3'
2400,b'SOIBEXL12A8AE46975',280531,b'The Best Of',b'AR4WHYC1187B9896E7',,b'Queens NY',,b'A Tribe Called Quest',0,251.14077,2,0.161,102.829,4,1,b'Scenario',1991,108,444,0,0,2,-10.086,1,6,-5.261,0.56281,1135,0.704098839,248.581,888,3132283,b'TRAIBXJ128F4260700'
2401,b'SOOCPDS12A8AE469F0',280211,b'Charmer',b'ARF2EHS1187B994F4E',36.16778,b'Nashville Tennessee',-86.77836,b'Kings Of Leon',0,225.27955,11,0.682,127.006,4,0.589,b'My Party (Kenna Remix)',2007,118,474,3.077,0,11,-6.205,0,8,-1.445,0.2558,1011,0.565666582,219.852,948,3123852,b'TRAIBXQ128F425E6A5'
2402,b'SOPPACU12AB017EA7E',754127,b'Sweet Child',b'ARVKAWO11F50C47C9A',,b'',,b'Pentangle',0,159.68608,4,0.223,121.884,4,1,b'Hole In The Coal',0,79,318,0.177,0,4,-17.15,0,5,-9.665,0.2502,606,nan,148.138,637,8348011,b'TRAIBYS12903CAE55D'
2403,b'SOULUVY12A8C13A6CE',212126,b'En Joy',b'ARIP54S1187FB53259',,b'',,b'Jaime Urrutia',0,213.68118,2,0.746,72.91,4,0.571,b'Suite nupcial (directo Enjoy 07)',0,62,257,0,0,2,-4.316,1,6,-1.042,0.73839,673,nan,207.673,772,2308415,b'TRAIBZF128F4275B4A'
2404,b'SOVBLDE12AB017F8AF',505423,b'Cobra Killer',b'ARO3XZQ1187FB39351',,b'',,b'Cobra Killer',0,112.19546,3,0.461,86.96,3,0.3,b'Kick Jump - Part Jump',1998,50,159,0.949,0,3,-10.672,0,4,-6.636,0.59385,354,0.340922756,109.128,478,5592312,b'TRAICBC128F932D9F6'
2405,b'SOZFUSK12AB01827F9',479958,b'Irresistible Meltdown Vol. 2',b'ARM9QAE1187B9AF687',-14.24292,b'Brazil',-54.38783,b'Shaman',0,445.77914,9,0.474,138.001,4,0.466,b'Battle Of The Tom Tom',0,255,1024,0.287,0,9,-10.329,1,11,-4.643,1.34939,2558,0,425.842,2048,5327117,b'TRAICDV128F92EE216'
2406,b'SOUHAOT12AC9071AC4',786180,b'Apiti_ vol. 3',b'AR7I3G21187B98B4A2',,b'',,b'Nicholas',0,152.68526,9,0,180.874,4,0,b'Poaki',0,111,450,0.409,0,9,-12.504,1,6,-8.969,0.41064,689,nan,149.409,900,8699693,b'TRAICEE12903D04035'
2407,b'SOUGIYB12A8C13FBF1',307287,b'Be Exalted',b'ARTDBI61187FB48479',42.99671,b'Grand Rapids MI',-85.59012,b'Marvin Sapp',0,264.09751,9,0.352,97.022,4,0.565,b'Smile',0,105,424,0.125,0,9,-8.299,0,10,-4.298,0.3648,931,0.319565987,253.243,848,3469990,b'TRAICFW128F42ADB39'
2408,b'SOLZCDF12AB017DF6B',450834,b'Lickerish',b'ARFEU2G1187FB54B2F',,b'',,b'Tel Basta',0,220.36853,9,0.421,120.349,3,0.598,"bI'm Poured Out Like Water""""",1996,143,431,0,0,9,-12.383,0,6,-7.272,0.93005,609,nan,209.31,861,5007049,b'TRAICGE128F930DFDE'
2409,b'SOAXAPU12A67020EF9',7049,b'Fair Warning',b'ARNLO5S1187B9B80CC',,b'Pasadena CA',,b'Van Halen',0,248.00608,1,1,184.012,4,0,"b'Dirty Movies (Album Version)'""",1981,183,734,0,0,1,-6.635,1,10,-1.749,0.44518,991,0.589015659,238.887,1469,71395,b'TRAICHS128E0785545'
2410,b'SOZMVGJ12A8AE4565D',278726,b'Howdy!',b'ARHPPJK1187B9AC897',,b'Glasgow Scotland',,b'Teenage Fanclub',0,204.77342,8,0.854,127.811,4,0,b'The Sun Shines From You',2000,106,428,0.206,0,8,-5.013,1,11,-1.345,0.2695,690,0.672072976,195.622,857,3103832,b'TRAICIL128F42598E2'
2411,b'SOWPNGV12AB0189556',759579,b'Epidemic',b'ARWXJTT1187FB509FD',53.95333,b'York',-1.08342,b'Epidemic',0,205.19138,2,0.374,129.333,4,0.92,b'Catalyst (LP Version)',0,107,433,0.16,0,2,-5.192,1,10,-2.365,1.10008,572,nan,198.165,1298,8409935,b'TRAICIO12903CBD65B'
2412,b'SOCFKOX12A67ADAE95',734782,b'S\xc3\xa9ance',b'ARB4ZRM1187B993147',,b'',,b'Dark Fortress',0,459.33669,1,0.017,115.37,4,0,b'Ghastly Indoctrination',2006,218,879,17.09,0,1,-7.57,1,14,-4.177,4.48136,674,0.709909937,459.337,1759,8139756,b'TRAICJQ12903CF2681'
2413,b'SOYMQXY12A6D4FC5BD',227650,b'Rise',b'AR1DGSO1187FB59B15',,b'',,b'Eddie Turner',0,306.78159,2,0.591,91.084,4,0.686,b'Rise',2005,114,459,3.1,0,2,-6.398,0,12,-2.921,1.35324,1154,0.531722098,287.852,1836,2488085,b'TRAICKK128F421847C'
2414,b'SOLPJPM12A8C141BDE',221684,b'Amor Y Ruleta',b'AR2PT4M1187FB55B1A',,b'',,b'Los Chichos',0,242.80771,5,0.129,152.857,4,0.929,b'Vuelve Junto A Mi',1979,153,614,0,0,5,-8.707,0,11,-4.847,0.44164,987,nan,234.185,1228,2423622,b'TRAICNK128F428E555'
2415,b'SOELPYX12A8C141731',174801,b'Birmingham Jubilee Singers Vol. 2 (1927-1930)',b'ARJSGPI1241B9C8855',,b'',,b'Birmingham Jubilee Singers',0,184.00608,10,0.469,81.647,4,0.753,b'Toot Toot Dixie Bound',0,57,244,0.491,0,10,-14.886,1,8,-9.283,1.20474,493,nan,178.12,487,1875714,b'TRAICPJ128F42A047C'
2416,b'SOYBKEI12AB018884E',816250,b'Vintage Collections',b'ARQGYP71187FB44566',34.31109,b'Mineola AR',-94.02978,b'Jimmy Wakely',0,171.4673,0,0.052,88.314,7,0.388,b'Midnight Wind',0,29,253,0,0,0,-13.683,1,5,-6.978,0.66706,450,0,165.965,506,9019358,b'TRAICRD12903CDE044'
2417,b'SOGJQKY12A58A77A8D',203257,b'Night Cruiser',b'ARDIKTV11F43A69FA4',,b'',,b'Deodato',0,378.09587,10,0.455,113.52,4,1,b'Night Cruiser (Album Version)',0,175,704,0.206,0,10,-13.362,0,14,-6.697,0.29447,1685,0.494489518,355.753,1408,2208025,b'TRAICUK128F425E594'
2418,b'SOQZOSE12AB01898B0',581894,b'By Request',b'ARKFYS91187B98E58F',,b'',,b'Jeff & Sheri Easter',0,241.99791,9,0.483,156.139,4,0.251,b'There Is a Way',0,156,627,2.705,0,9,-8.17,1,9,-4.61,0.27458,1006,nan,232.588,1253,6453506,b'TRAICXC12903CBC0FB'
2419,b'SOTLUIS12AC468BB74',780902,b'The Unforgiven Vol. 2.5',b'AR32JLC1187B9946AF',,b'',,b'X-Raided',0,247.37914,7,0.179,84.973,4,0.982,b'Assisted Suicide 2.5',0,86,349,0,0,7,-10.069,1,8,-4.536,0.36194,1155,nan,237.9,1395,8640723,b'TRAIDBZ12903CF5A37'
2420,b'SOKFNSF12A8C13C425',165397,b'Lian Ai Tian Cai',b'ARNNC731187FB55D14',,b'',,b'Kary Ng',0,188.36853,6,0.57,90.139,5,0.976,b'Lian Ai Tian Chi',0,55,278,0.446,0,6,-3.616,0,10,-0.557,0.59214,650,nan,185.353,835,1751728,b'TRAIDFK128F428A25D'
2421,b'SOCONYN12A8AE48117',280787,b'Original Album Classics',b'AR2BBHS1187FB4AE06',,b'',,b'Jeff Beck Group',0,340.34893,2,0.815,98.087,5,0.545,b'Ice Cream Cakes',1972,109,552,2.305,0,2,-13.637,1,11,-7.997,0.4024,1280,0.347592851,330.002,1657,3134234,b'TRAIDGE128F4260E9F'
2422,b'SOXODWS12AC4689066',743937,b'Malina.Org.azm.ru',b'ARXK4ZA1187B99753A',43.8814,b'Viareggio Italy',10.23522,b'Malina',0,239.72526,11,0.691,153.998,4,0.519,b'Shagi po bitomu steklu',0,150,604,0.252,0,11,-5.497,0,11,-2.173,0.62019,881,0,232.258,1208,8235229,b'TRAIDHP12903D09B15'
2423,b'SOQOPEK12A8C140F49',610224,b'Mista',b'ARX99U51187B991481',,b'',,b'Mista',0,259.3171,1,0,169.722,4,0.297,b'If My Baby (LP Version)',0,180,724,0.183,0,1,-5.2,1,12,-0.628,0.37549,1170,nan,255.002,1447,6783098,b'TRAIDIU128F92F11C7'
2424,b'SOHWKRB12AB017EB39',547284,b'This Town',b'ARB9WJ11187B98BF17',42.08317,b'Brockton MA',-71.01724,b'Steve Smith',0,270.99383,7,1,159.621,4,0.485,b'Better Off That Way',0,175,701,2.943,0,7,-7.992,1,11,-2.387,1.78769,705,0.229144104,261.66,1402,6050722,b'TRAIDMR128F9327232'
2425,b'SOENTVS12A8C136556',203410,b'Dance Hall Showcase Vol. II',b'ARIRD6J1187FB5A98C',18.01571,b'Kingston Jamaica',-76.79731,b'Sugar Minott',0,226.40281,11,0.314,154.585,4,1,b'Informer',2008,143,574,0.119,0,11,-5.627,1,10,-0.098,0.27644,956,0.372530039,213.188,1149,2209300,b'TRAIDPY128F425E9D0'
2426,b'SODFRDR12A8C13CAE4',162230,b'Spirit in My Life',b'ARI3W3K1187FB49E6F',,b'',,b'Cedric Gervais Featuring Caroline',0,396.5122,6,0.441,84.676,5,0.966,"bSpirit in My Life (Earnshaw's Instrumental)""""",0,110,555,0.154,0,6,-10.047,1,9,-6.053,0.12737,1909,nan,392.382,1664,1718684,b'TRAIDPZ128F4282908'
2427,b'SOPMAQD12A8C141E57',225158,b'In The Mood',b'ARI945I1187FB4CC22',,b'',,b'The King Sisters & Alvino Rey',0,163.97016,4,0.513,100.72,4,0.358,b'The Army Air Corps',0,67,280,0.485,0,4,-10.814,0,7,-6.634,0.8325,548,nan,159.306,559,2463233,b'TRAIDSB128F4296B73'
2428,b'SOEGATN12A6D4F73B9',23967,b'The Wild One - The Greatest Hits',b'AR6UVLC1187B9B4D4C',42.33168,b'Detroit MI',-83.04792,b'Suzi Quatro',0,217.46893,4,0.924,168.165,1,0,"bMama's Boy""""",1979,600,600,0.345,0,4,-11.314,1,11,-8.357,0.27708,806,0.637783286,208.8,1199,250811,b'TRAIDUU128F145B15D'
2429,b'SONMIAH12A6D4F73C1',38027,b'Diet Pills & Magazines',b'AR3OYPP1187B9952E3',53.34376,b'Dublin Ireland',-6.24953,b'Humanzi',0,110.78485,7,0.765,186.141,4,0.665,b'Anxiety',0,83,335,2.519,0,7,-3.853,0,5,-1.552,3.55121,300,nan,105.622,670,406529,b'TRAIDWL128F147ADAE'
2430,b'SOBCOUT12A58A7A52A',448201,b'Groove It',b'ARTTIRC12086C121DC',,b'',,b'Gene Latter',0,167.00036,4,0.096,86.949,4,0.312,b'Groove It',0,60,242,0.069,0,4,-13.135,1,8,-8.239,0.30096,681,nan,156.717,726,4973698,b'TRAIDXI128F9307464'
2431,b'SOXAUES12A8C133821',196566,b'All Of Me',b'AR7SVRP1187FB55875',,b'',,b'Billy May & His Orchestra',0,147.59138,1,0.506,64.79,1,0.994,b'Tenderly',0,156,156,0.396,0,1,-22.729,1,9,-11.683,0.86139,294,0,140.794,313,2136616,b'TRAIDXN128F424DC21'
2432,b'SOPWKOX12A8C139D43',429695,b'Youth & Young Manhood',b'ARF2EHS1187B994F4E',36.16778,b'Nashville Tennessee',-86.77836,b'Kings Of Leon',0,168.82893,7,0.664,125.875,1,0,b'Genius',2003,349,349,0.173,0,7,-6.538,1,10,-1.277,0.31415,687,0.910225076,156.415,699,4794189,b'TRAIELD128F92DC682'
2433,b'SOOKZLP12A8C13F561',120256,b'Kalifornia Love',b'ARS8KBY1187FB4BC7E',39.95227,b'Philadelphia PA',-75.16237,b'Kurupt_ Rosco_ Jayo Felony & 40 Glocc',0,192.86159,10,0.328,174.762,4,0,b'She Flock To Me',0,139,559,0,0,10,-14.922,0,9,-9.59,0.27863,906,nan,187.786,1117,1258958,b'TRAIENF128F42AAA41'
2434,b'SOGHGOM12A67ADC18F',67443,b'The Platinum Collection',b'AR3U3G01187FB58BA7',,b'',,b'Christie Hennessy',0,332.69506,9,1,126.488,4,0.892,b'Roll Back The Clouds',0,173,697,2.206,0,9,-15.673,1,17,-6.002,0.56673,910,nan,313.295,1393,704360,b'TRAIEPK128EF340961'
2435,b'SONLIAJ12A8C133459',146604,b'Flee',b'AR695PK1187B996E35',54.6904,b'West Hartlepool England',-1.2323,b'The Jeremy Spencer Band',0,206.05342,4,0.917,116.137,4,0.876,"bTravellin' (Album Version)""""",0,99,398,0.16,0,4,-9.1,1,10,-5.21,0.28967,762,0.264651658,198.722,795,1528403,b'TRAIESZ128F42555B4'
2436,b'SOWNJJD12A6D4F9E34',65428,b'1970: The Complete Fun House Sessions',b'ARLR9U31187B9A71AD',42.32807,b'Ann Arbor MI',-83.7336,b'The Stooges',0,43.91138,11,0,100.353,3,0.792,b'Studio Dialogue (#19)',0,22,69,0.241,0,11,-22.115,0,3,-10.943,0.23599,143,nan,43.911,139,682249,b'TRAIETL128F14B0696'
2437,b'SOEMYLB12AB0182CFA',552858,b'Miao......',b'AR126G61187B9B88A6',,b'',,b'Candy Lo',0,244.03546,0,0.569,235.903,7,1,b'Ji Nian Pin',0,134,951,0.223,0,0,-8.951,1,9,-4.277,0.5442,896,nan,238.219,1902,6113251,b'TRAIEUH128F93363F7'
2438,b'SOHANQX12A8C13C2C4',302022,b'Teenage Head',b'ARDK87R1187B98D51C',,b'San Francisco CA',,"bFlamin' Groovies""""",0,199.96689,4,0.581,235.405,4,1,b'Evil Hearted Ada',1971,192,771,0.293,0,4,-5.24,1,10,-0.915,0.32882,858,0.661651391,195.274,1541,3412798,b'TRAIEWD128F42A0039'
2439,b'SOVAIXW12AB0184398',563109,b'All Time Greats',b'ARSDSMG1187B98CB59',40.71455,b'New York NY',-74.00712,b'Eddie Cantor',0,145.31873,5,0.57,122.887,3,0.924,"bThat's The Kind Of Baby For Me""""",2000,94,287,0.24,0,5,-24.705,1,9,-20.826,0.34486,517,0.212045405,139.424,574,6232885,b'TRAIEXH128F9353678'
2440,b'SOHLAYJ12A58A7EC8D',225440,b'Hung Like A Fly',b'ARPB4TX1187B98DDEA',,b'',,b'Marga Gomez',0,26.93179,6,0.178,104.618,3,0.059,b'Introduction',0,15,47,0.067,0,6,-13.467,1,2,-4.959,0.45938,84,nan,26.932,95,2466102,b'TRAIEYB128F4212FFE'
2441,b'SOMNUEC12A8C13D9D3',731981,b'Apollo Sound V',b'ARXKXC71187B99AA0E',,b'',,b'Roberto Roena',0,224.522,1,0.712,126.291,7,1,b'Oriza Eh',0,64,455,0.343,0,1,-6.648,1,9,-2.497,0.34249,1032,0,205.276,909,8109172,b'TRAIEYP12903CEAF17'
2442,b'SODKEQI12AB018D636',722155,b'The Definition Of A Zilla\x19Naire [DJ Drop Mix]',b'AR1VCLT1187FB4C8AC',,b'',,b'Tum Tum [DJ Drop Mix]',0,87.14404,5,0.44,159.252,4,0,"bDefinition Of A Zilla'Naire""""",0,56,228,5.515,0,5,-9.285,1,5,-2.958,0.38156,332,nan,87.144,456,8004999,b'TRAIEYQ12903CD18C5'
2443,b'SOANHCK12AB0182623',418177,b'15 Exitos Originales Con Rocio Jurado',b'ARW1DRV1187FB40261',,b'',,b'Rocio Jurado',0,238.05342,9,0.484,159.026,4,0.716,b'Mi Amante Amigo',0,154,621,0.352,0,9,-17.172,0,15,-10.638,0.4421,808,nan,225.495,1243,4661006,b'TRAIFEQ128F93319C2'
2444,b'SOCTYAI12AB018E0DA',725807,b'Electric Doorbells',b'ARZMFXN11F50C476D0',,b'',,b'Salieri',0,238.81098,4,0.526,86.55,3,0.842,"bNow everybody's gone""""",0,109,336,0,0,4,-20.865,0,11,-11.95,0.64052,445,nan,219.893,671,8043128,b'TRAIFGE12903CDAD7B'
2445,b'SOHIHOQ12AB018A613',365859,b'Attitude Identitaire',b'ARYQ8281187FB58C34',47.49852,b'Winterthur Switzerland',8.73299,b'Royal S',0,95.9473,2,0.054,92.969,4,1,b'I.A.I',0,36,146,0.119,0,2,-6.29,0,4,-1.237,0.77928,340,nan,90.784,293,4073864,b'TRAIFJE128F933046A'
2446,b'SOGWIBP12AB017E424',337123,b'Happy Etude',b'AR9E43L1187FB566FA',,b'',,b'Steve Chou',0,270.10567,6,0.719,131.889,4,0.733,b'Yang Guang He Xu',0,147,591,3.953,0,6,-9.592,1,11,-2.683,1.69099,742,nan,252.244,1182,3774038,b'TRAIFMZ128F92F335C'
2447,b'SOKHLYR12AF72A2F91',341940,b'Praise Him...Live!',b'ARVJ0JK1187B98C9C0',,b'',,b'The Brooklyn Tabernacle Choir',0,226.66404,8,0.718,162.987,4,1,b'Everything I Desire',1995,150,602,3.796,0,8,-11.907,1,7,-7.999,2.33596,734,0,226.664,1203,3826835,b'TRAIFSJ128F92FE22F'
2448,b'SOQSSFX12A8C13424A',92631,b'Wake Up! Wake Up!',b'ARQ0BZY1187B99F093',,b'Columbus OH',,b'Everyday Sunday',0,168.95955,1,0.683,151.844,4,0,b'Wake Up! Wake Up! (Wake Up! Wake Up! Album Version)',2007,103,413,0.074,0,1,-4.017,1,7,-1.191,0.40968,537,0.601402939,163.614,826,981744,b'TRAIFSM128F42722F1'
2449,b'SOKVBVL12A8C13908F',207670,b'Southern Slang (Chopped & Screwed)',b'ARG3UX61187B9AC05A',,b'',,b'D.O.W.N.',0,265.66485,1,0.788,109.659,4,0.805,"bI Don't Give A F**K""""",0,120,483,0,0,1,-7.425,1,8,-3.159,0.29874,1153,nan,253.457,967,2252343,b'TRAIFYS128F42685F1'
2450,b'SOVCZBS12A8C1354F1',481828,b'Best Of/20th Century',b'ARKJHKX1187FB5AEE5',,b'Lafayette LA',,b'Buckwheat Zydeco',0,246.49098,6,0.125,124.577,4,0.863,b'Hot Tamale Baby',1987,134,538,0.307,0,6,-7.822,1,9,-4.2,1.11125,1596,0.496175336,244.204,1614,5341282,b'TRAIFZX128F92F193C'
2451,b'SOVQONJ12A8C139C4B',295070,b'Super Hits',b'ARMWZF41187FB387F9',,b'Sledge MS',,b'Charley Pride',0,163.52608,0,0.698,100.893,1,0,b'Let The Chips Fall',0,265,265,1.061,0,0,-11.943,1,10,-7.789,1.04836,418,0.558094763,158.848,530,3331202,b'TRAIGCZ128F428C2D9'
2452,b'SOPOKQJ12AAA8C650E',321474,b'The Vegas Years',b'ARIK8T31187B9A4D4F',,b'',,b'Louis Prima & Keely Smith',0,239.51628,3,0.273,116.596,5,0.867,"bWhen You're Smiling - Sheik Of Araby""""",0,91,460,0,0,3,-10.937,1,13,-4.231,0.27722,1044,nan,235.95,919,3621925,b'TRAIGJJ128F92D5107'
2453,b'SOXAAEC12AC90710AE',600650,b'Reggae Superstars 9 & 10',b'ARP06GY1187B98B0F0',42.33168,b'Detroit USA',-83.04792,b'Yami Bolo',0,234.03057,6,0.03,166.749,4,0.357,b'The Wonders',0,159,638,0.194,0,6,-10.742,1,12,-5.659,0.23154,948,0.236771611,227.637,1275,6667087,b'TRAIGJV12903CEFD5E'
2454,b'SOHGMJH12AB0187130',502757,b'Killswitch Engage [Special Edition]',b'ARDQ9AP1187B9BA3F6',42.31256,b'Boston MA',-71.08868,b'Killswitch Engage',0,254.45832,8,0.152,104.939,3,1,b'In A Dead World (Album Version)',0,145,438,0,0,8,-3.902,1,11,-1.309,0.59596,811,0.604788516,233.291,1751,5563268,b'TRAIGNN128F9326AB4'
2455,b'SOPBQJF12AC468A49A',742576,b'Balle! Balle! Sounds of Bhangra',b'AR2PNSZ1187B9AF0A4',,b'',,b'Pardesi',0,368.32608,0,0.254,202.036,4,0.459,b'Dama Dam Mast Kalander',0,307,1230,0.247,0,0,-7.071,1,17,-3.089,0.29927,1974,nan,355.695,2461,8221319,b'TRAIGNW12903D064C9'
2456,b'SOZEERF12A58A7C6F6',154924,b'The Christmas Guest',b'AR4GP451187FB3F2BB',,b'',,b'Andy Griffith',0,190.85016,6,0.489,96.052,4,0.48,b'Jesus Walked This Lonesome Valley  (The Christmas Guest Album Version)',0,74,300,0,0,6,-10.239,0,7,-4.486,0.35545,756,0,176.257,601,1620928,b'TRAIGOB128F426AE43'
